GUID,GEOGDESC,Speakers2006,Speakers2011,Speakers2016,Speakers2022
2ae19629-20b2-13a3-e055-000000000001,CAHERMORE,0.44711538461538464,0.47789473684210526,0.5182186234817814,0.47643979057591623
2ae19629-20c0-13a3-e055-000000000001,CAPPARD,0.4583333333333333,0.3125,0.33695652173913043,0.3577981651376147
2ae19629-20e1-13a3-e055-000000000001,CASTLETAYLOR,0.5011037527593819,0.550561797752809,0.4915254237288136,0.5254237288135594
2ae19629-231e-13a3-e055-000000000001,DOORUS,0.496875,0.4942363112391931,0.4800514800514801,0.5138387484957883
2ae19629-231f-13a3-e055-000000000001,DRUMACOO,0.4747368421052632,0.4754521963824289,0.43498098859315587,0.49274360746371804
2ae19629-2345-13a3-e055-000000000001,GORT,0.3071748878923767,0.35522022838499184,,0.36666666666666664
2ae19629-237c-13a3-e055-000000000001,KILBEACANTY,0.5163636363636364,0.4816053511705686,0.4495114006514658,0.4485981308411215
2ae19629-22ce-13a3-e055-000000000001,KILLEELY,0.5008474576271187,0.5386666666666666,0.48418491484184917,0.5246810870770937
2ae19629-22da-13a3-e055-000000000001,KILLEENAVARRA,0.4351395730706076,0.4889543446244477,0.4708994708994709,0.5134502923976608
2ae19629-22f5-13a3-e055-000000000001,KILLINNY,0.4140625,0.43243243243243246,0.40835266821345706,0.4871244635193133
2ae19629-2331-13a3-e055-000000000001,KILTARTAN,0.5078616352201258,0.5014285714285714,0.4869451697127937,0.4721862871927555
2ae19629-233c-13a3-e055-000000000001,KILTHOMAS,0.3707865168539326,0.4358974358974359,0.4675324675324675,0.4897959183673469
2ae19629-234b-13a3-e055-000000000001,KINVARRA,0.4390909090909091,0.5035799522673031,0.4758909853249476,0.521203830369357
2ae19629-22f8-13a3-e055-000000000001,RAHASANE,0.5773584905660377,0.5704918032786885,0.5555555555555556,0.5
2ae19629-2318-13a3-e055-000000000001,SKEHANAGH,0.5779569892473119,0.5294117647058824,0.5367483296213809,0.5608782435129741
2ae19629-204d-13a3-e055-000000000001,AILLE,0.5289672544080605,0.5026881720430108,0.5281501340482574,0.4378238341968912
2ae19629-2050-13a3-e055-000000000001,ATHENRY,0.4325032765399738,0.43492063492063493,,0.456090110729286
2ae19629-2080-13a3-e055-000000000001,BALLYNAGAR,0.41968911917098445,0.47619047619047616,0.3867403314917127,0.4489795918367347
2ae19629-20af-13a3-e055-000000000001,BRACKLAGH,0.4097560975609756,0.42596810933940776,0.43537414965986393,0.46875
2ae19629-20b0-13a3-e055-000000000001,BULLAUN,0.5147058823529411,0.5210084033613446,0.43333333333333335,0.5111821086261981
2ae19629-20bf-13a3-e055-000000000001,CAPPALUSK,0.4749262536873156,0.4666666666666667,0.48760330578512395,0.4759493670886076
2ae19629-20d8-13a3-e055-000000000001,CASTLEBOY,0.5084388185654009,0.48638132295719844,0.48927875243664715,0.5009242144177449
2ae19629-2053-13a3-e055-000000000001,CLOONKEEN,0.36036036036036034,0.4275,0.3972911963882618,0.4407158836689038
2ae19629-2055-13a3-e055-000000000001,COLMANSTOWN,0.4065934065934066,0.4818181818181818,0.4251968503937008,0.4
2ae19629-22e7-13a3-e055-000000000001,CRAUGHWELL,0.5019425019425019,0.5216251638269986,0.4984875983061101,0.4780588538977801
2ae19629-2310-13a3-e055-000000000001,DERRYLAUR,0.36363636363636365,0.5619047619047619,0.42424242424242425,0.3855421686746988
2ae19629-2320-13a3-e055-000000000001,DRUMKEARY,0.5081374321880651,0.46983546617915906,0.45750452079566006,0.46379310344827585
2ae19629-2347-13a3-e055-000000000001,GRAIGABBEY,0.44485294117647056,0.49184782608695654,0.4462809917355372,0.47381546134663344
2ae19629-2348-13a3-e055-000000000001,GRANGE,0.47013782542113325,0.47988505747126436,0.4592696629213483,0.4151193633952255
2ae19629-2354-13a3-e055-000000000001,GREETHILL,0.4966887417218543,0.5364161849710982,0.564430244941427,0.5691854759568205
2ae19629-238b-13a3-e055-000000000001,KILCHREEST,0.5214521452145214,0.569023569023569,0.5625,0.4827586206896552
2ae19629-238c-13a3-e055-000000000001,KILCONICKNY,0.420863309352518,0.44680851063829785,0.4810126582278481,0.517774343122102
2ae19629-2397-13a3-e055-000000000001,KILCONIERIN,0.52,0.4845360824742268,0.5028248587570622,0.4707646176911544
2ae19629-22f4-13a3-e055-000000000001,KILLIMOR,0.3696369636963696,0.3742138364779874,0.3722397476340694,0.43582089552238806
2ae19629-22f6-13a3-e055-000000000001,KILLOGILLEEN,0.46621621621621623,0.48021828103683495,0.5029585798816568,0.5402038505096263
2ae19629-2323-13a3-e055-000000000001,KILMEEN,0.46219931271477666,0.48032786885245904,0.41407528641571195,0.45709828393135726
2ae19629-232f-13a3-e055-000000000001,KILREEKILL,0.5189393939393939,0.545751633986928,0.5523809523809524,0.5014409221902018
2ae19629-233b-13a3-e055-000000000001,KILTESKILL,0.5771812080536913,0.5507246376811594,0.6024844720496895,0.5388739946380697
2ae19629-2349-13a3-e055-000000000001,KILTULLAGH,0.44019933554817275,0.500768049155146,0.4850640113798009,0.4675324675324675
2ae19629-2357-13a3-e055-000000000001,LACKALEA,0.5277777777777778,0.5243553008595988,0.505464480874317,0.5152284263959391
2ae19629-2359-13a3-e055-000000000001,LEITRIM,0.46475195822454307,0.4703196347031963,0.4269911504424779,0.49233716475095785
2ae19629-238d-13a3-e055-000000000001,LOUGHREA RURAL,0.4555160142348754,0.4875444839857651,0.5011990407673861,0.48581997533908755
2ae19629-238e-13a3-e055-000000000001,LOUGHREA URBAN,0.36732355637030245,0.3946178686759957,,0.37213175425610656
2ae19629-23ab-13a3-e055-000000000001,MOUNTAIN,0.4713114754098361,0.46735395189003437,0.48872180451127817,0.43944636678200694
2ae19629-22dc-13a3-e055-000000000001,MOYODE,0.40106951871657753,0.4690265486725664,0.5062240663900415,0.4962121212121212
2ae19629-22ed-13a3-e055-000000000001,RAFORD,0.39444444444444443,0.45498783454987834,0.40969162995594716,0.5086505190311419
2ae19629-2332-13a3-e055-000000000001,TIAQUIN,0.5112612612612613,0.5311475409836065,0.5059701492537313,0.5237467018469657
2ae19629-2350-13a3-e055-000000000001,WOODFORD,0.4344262295081967,0.4117647058823529,0.3430493273542601,0.3917995444191344
2ae19629-204e-13a3-e055-000000000001,ANNAGH,0.44984802431610943,0.4595375722543353,0.43304843304843305,0.40336134453781514
2ae19629-208b-13a3-e055-000000000001,BALLYNAKILL,0.513184584178499,0.4748201438848921,0.4912891986062718,0.4600326264274062
2ae19629-20bd-13a3-e055-000000000001,CALTRA,0.6072507552870091,0.5596590909090909,0.546742209631728,0.5467032967032966
2ae19629-20d7-13a3-e055-000000000001,CASTLEBLAKENEY,0.4660831509846827,0.5040160642570282,0.5040485829959515,0.4723809523809524
2ae19629-20e0-13a3-e055-000000000001,CASTLEFFRENCH,0.4745011086474501,0.5082304526748971,0.494,0.5101214574898786
2ae19629-2104-13a3-e055-000000000001,CLONBROCK,0.47638603696098564,0.4932562620423892,0.4908424908424908,0.49823321554770317
2ae19629-204a-13a3-e055-000000000001,CLOONKEEN,0.5181159420289855,0.5316901408450704,0.5512367491166078,0.5325077399380805
2ae19629-22e5-13a3-e055-000000000001,COOLOO,0.5060728744939271,0.5380116959064327,0.5254901960784314,0.4827586206896552
2ae19629-2304-13a3-e055-000000000001,DERRYGLASSAUN,0.4920424403183024,0.5061881188118812,0.4560099132589839,0.5055309734513275
2ae19629-22e8-13a3-e055-000000000001,KILLERORAN,0.4456780333068993,0.4477366255144033,0.4546925566343042,0.4380952380952381
2ae19629-22e9-13a3-e055-000000000001,KILLIAN,0.5333333333333333,0.5745341614906833,0.5521472392638037,0.503030303030303
2ae19629-23aa-13a3-e055-000000000001,MOUNT BELLEW,0.5332114564290067,0.5079006772009029,0.4967105263157895,0.4893732970027248
2ae19629-22d0-13a3-e055-000000000001,MOUNTHAZEL,0.4369158878504673,0.4072494669509595,0.4404040404040404,0.4146825396825397
2ae19629-2327-13a3-e055-000000000001,TAGHBOY,0.5270935960591133,0.543778801843318,0.507177033492823,0.4312796208530806
2ae19629-20be-13a3-e055-000000000001,CAMUS,0.9720670391061452,0.9418604651162791,0.9473684210526315,0.9225806451612903
2ae19629-2049-13a3-e055-000000000001,CLOONBUR,0.6380368098159509,0.634097706879362,0.6143790849673203,0.5421686746987951
2ae19629-22f1-13a3-e055-000000000001,CRUMPAUN,0.9352648257129923,0.9463455851288551,,0.8965378421900161
2ae19629-22f3-13a3-e055-000000000001,CUR,0.7341772151898734,0.696551724137931,0.6809815950920245,0.5972222222222222
2ae19629-2346-13a3-e055-000000000001,GORUMNA,0.9535256410256411,0.9648318042813455,,0.9481781376518219
2ae19629-23a4-13a3-e055-000000000001,KILCUMMIN,0.7796610169491526,0.6466666666666666,0.6408450704225352,0.6918238993710691
2ae19629-236b-13a3-e055-000000000001,LETTERBRICKAUN,0.3645320197044335,0.3472803347280335,0.34299516908212563,0.3142857142857143
2ae19629-236c-13a3-e055-000000000001,LETTERFORE,0.5035460992907801,0.447098976109215,0.3790322580645161,0.4015151515151515
2ae19629-236d-13a3-e055-000000000001,LETTERMORE,0.9386792452830188,0.9341801385681293,0.943069306930693,0.9515738498789347
2ae19629-22e0-13a3-e055-000000000001,OUGHTERARD,0.46875,0.4688763136620857,,0.4683495145631068
2ae19629-2341-13a3-e055-000000000001,TURLOUGH,0.9535315985130112,0.9273422562141491,0.8893058161350844,0.8961538461538462
2ae19629-2351-13a3-e055-000000000001,WORMHOLE,0.492200107584723,0.4946833102172908,,0.5018480492813142
2ae19629-2102-13a3-e055-000000000001,ABBEYVILLE,0.3940677966101695,0.4444444444444444,0.39622641509433965,0.46923076923076923
2ae19629-2075-13a3-e055-000000000001,BALLYGLASS,0.40963855421686746,0.4768211920529801,0.4107142857142857,0.4294117647058823
2ae19629-2302-13a3-e055-000000000001,DERREW,0.46710526315789475,0.48026315789473684,0.4868421052631579,0.34545454545454546
2ae19629-2321-13a3-e055-000000000001,DRUMMIN,0.5228571428571429,0.44574780058651026,0.428169014084507,0.46321525885558584
2ae19629-232d-13a3-e055-000000000001,EYRECOURT,0.42424242424242425,0.46206896551724136,0.3901869158878505,0.394919168591224
2ae19629-22ea-13a3-e055-000000000001,KILLIMOR,0.3422222222222222,0.38753799392097266,0.34226190476190477,0.36795252225519287
2ae19629-2317-13a3-e055-000000000001,KILMALINOGE,0.40271493212669685,0.5395348837209303,0.4690265486725664,0.3786407766990291
2ae19629-2325-13a3-e055-000000000001,KILQUAIN,0.4564459930313589,0.41254125412541254,0.3642611683848797,0.46096654275092935
2ae19629-239a-13a3-e055-000000000001,MEELICK,0.42276422764227645,0.453125,0.4674329501915709,0.39855072463768115
2ae19629-239c-13a3-e055-000000000001,MOAT,0.3815789473684211,0.45348837209302323,0.3125,0.40816326530612246
2ae19629-22eb-13a3-e055-000000000001,PALLAS,0.4075,0.4588859416445623,0.4360313315926893,0.4144385026737968
2ae19629-22ec-13a3-e055-000000000001,PORTUMNA,0.39348500517063084,0.3877362840018442,,0.39849290780141844
2ae19629-2333-13a3-e055-000000000001,TIRANASCRAGH,0.3584905660377358,0.4444444444444444,0.5089820359281437,0.4319526627218935
2ae19629-234f-13a3-e055-000000000001,TYNAGH,0.36246786632390743,0.4468599033816425,0.40415704387990764,0.44779582366589327
2ae19629-20ff-13a3-e055-000000000001,ABBEY EAST,0.42454394693200664,0.47401574803149604,0.4219269102990033,0.3913764510779436
2ae19629-2100-13a3-e055-000000000001,ABBEY WEST,0.4362657091561939,0.4233128834355828,0.3827683615819209,0.4606879606879607
2ae19629-2046-13a3-e055-000000000001,ADDERGOOLE,0.49583333333333335,0.450281425891182,0.44952380952380955,0.47186932849364793
2ae19629-2059-13a3-e055-000000000001,ANNAGHDOWN,0.4451063829787234,0.4969040247678019,0.46754250386398766,0.45977011494252873
2ae19629-205f-13a3-e055-000000000001,BALLINDERRY,0.4755700325732899,0.5159090909090909,0.5033112582781457,0.42463235294117646
2ae19629-2068-13a3-e055-000000000001,BALLINDUFF,0.4517241379310345,0.49085365853658536,0.47391304347826085,0.5052160953800298
2ae19629-208e-13a3-e055-000000000001,BALLYNAPARK,0.45409429280397023,0.4602829162132753,0.46047430830039526,0.4647058823529412
2ae19629-20a3-13a3-e055-000000000001,BEAGHMORE,0.36059479553903345,0.45686900958466453,0.43333333333333335,0.4316353887399464
2ae19629-20a4-13a3-e055-000000000001,BELCLARE,0.41068917018284107,0.45454545454545453,0.44521497919556174,0.41633199464524767
2ae19629-20cd-13a3-e055-000000000001,CARROWNAGUR,0.4478021978021978,0.4354066985645933,0.419953596287703,0.4205128205128205
2ae19629-20d6-13a3-e055-000000000001,CARROWREVAGH,0.5248041775456919,0.4604651162790698,0.4668304668304668,0.4663677130044843
2ae19629-20f2-13a3-e055-000000000001,CLARETUAM,0.5021367521367521,0.48827726809378186,0.49464668094218417,0.5032740879326474
2ae19629-2103-13a3-e055-000000000001,CLONBERN,0.48450704225352115,0.47074468085106386,0.47262247838616717,0.4475920679886686
2ae19629-2054-13a3-e055-000000000001,CLOONKEEN,0.40654205607476634,0.4409090909090909,0.44419134396355353,0.44212962962962965
2ae19629-22f2-13a3-e055-000000000001,CUMMER,0.47801578354002255,0.4975369458128079,0.4632983794089609,0.4645161290322581
2ae19629-2312-13a3-e055-000000000001,DONAGHPATRICK,0.4763779527559055,0.4548872180451128,0.45652173913043476,0.43486238532110094
2ae19629-2313-13a3-e055-000000000001,DOONBALLY,0.5365344467640919,0.5072727272727273,0.5102040816326531,0.46466431095406363
2ae19629-2322-13a3-e055-000000000001,DUNMORE NORTH,0.4770992366412214,0.4612676056338028,0.4355140186915888,0.4747826086956522
2ae19629-232b-13a3-e055-000000000001,DUNMORE SOUTH,0.49938650306748467,0.5143603133159269,0.4523809523809524,0.4568345323741007
2ae19629-232e-13a3-e055-000000000001,FOXHALL,0.4708097928436911,0.47755834829443444,0.4907563025210084,0.4638364779874214
2ae19629-2355-13a3-e055-000000000001,HEADFORD,0.49034749034749037,0.4982256919801277,0.45229681978798586,0.4507288629737609
2ae19629-2356-13a3-e055-000000000001,HILLSBROOK,0.5155482815057283,0.4815950920245399,0.471841704718417,0.45768025078369906
2ae19629-237d-13a3-e055-000000000001,KILBENNAN,0.49560117302052786,0.5070028011204482,0.5419161676646707,0.4773413897280967
2ae19629-2399-13a3-e055-000000000001,KILCOONA,0.42535787321063395,0.4782608695652174,0.4253246753246753,0.48325358851674644
